Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Monthly_Balance,Payment_Behaviour,Credit_Score_Category,Credit_Default
52,20251.27,1317.72,5,8,1,3,1,4,Bad,315.23,40.52,189,Yes,27.02,769.16,Low_spent_Medium_value_payments,Poor,1
29,66454.98,4185.31,4,5,2,5,3,5,Bad,7512.93,31.55,115,No,349.24,1498.15,High_spent_Medium_value_payments,Poor,1
42,44430.75,2734.11,2,5,2,1,0,6,Good,16401.78,47.13,246,Yes,795.98,1050.12,Low_spent_Small_value_payments,Standard,0
69,31682.33,1902.23,6,4,3,5,3,2,Standard,10096.35,60.84,406,Yes,312.35,965.63,Low_spent_Small_value_payments,Poor,1
38,22151.02,1456.76,3,5,6,15,7,10,Good,5945.68,35.85,173,Yes,94.75,585.37,Low_spent_Small_value_payments,Poor,1
53,23588.97,1442.72,4,4,0,3,1,1,Good,5185.13,48.25,199,No,499.05,99.81,High_spent_Large_value_payments,Standard,1
40,124229.66,7980.98,1,7,1,0,2,5,Good,11063.84,47.19,195,No,837.08,3052.06,Low_spent_Medium_value_payments,Good,0
33,36330.38,2411.75,2,6,0,5,1,2,Standard,8028.53,10.31,142,No,621.79,872.75,Low_spent_Large_value_payments,Good,0
56,58062.66,3657.17,4,3,1,19,6,5,Standard,15211.69,14.88,346,Yes,1420.62,858.68,Low_spent_Large_value_payments,Poor,1
62,22594.47,1398.56,3,4,1,7,3,6,Standard,5414.73,40.79,177,Yes,528.88,238.02,Low_spent_Medium_value_payments,Poor,1
59,22744.72,1555.58,3,12,4,1,4,3,Standard,9563.4,27.67,381,Yes,224.07,591.87,Low_spent_Medium_value_payments,Standard,0
56,69507.57,4883.39,4,8,2,2,0,5,Standard,21144.46,18.6,350,Yes,783.13,2379.16,Low_spent_Medium_value_payments,Good,0
31,16159.35,987.14,3,4,3,0,2,2,Standard,5854.09,31.36,109,No,194.62,275.01,Low_spent_Large_value_payments,Standard,1
48,28307.21,1746.15,4,2,1,3,2,2,Good,12007.62,5.68,284,Yes,1054.62,79.94,High_spent_Medium_value_payments,Good,0
22,37064.56,2609.35,6,8,1,1,3,5,Bad,6342.94,46.86,37,No,524.03,723.49,High_spent_Small_value_payments,Poor,1
52,38825.15,2345.4,4,4,3,4,1,3,Standard,10398.24,45.61,246,Yes,342.57,833.86,Low_spent_Medium_value_payments,Poor,1
40,32615.54,2302.36,6,5,2,0,0,4,Good,10693.94,50.71,177,Yes,516.23,610.25,Low_spent_Large_value_payments,Standard,0
46,46050.41,2765.34,5,4,2,20,7,6,Standard,22799.99,18.24,148,No,984.53,153.26,High_spent_Small_value_payments,Poor,1
60,55034.39,3822.95,5,4,0,2,2,6,Standard,8000.87,16.44,141,Yes,630.51,948.77,Low_spent_Medium_value_payments,Standard,1
28,56431.49,3573.77,5,7,0,3,2,0,Good,23253.83,9.53,69,No,1913.43,50.0,High_spent_Medium_value_payments,Good,0
35,20100.86,1410.44,3,3,2,38,11,2,Standard,9818.57,11.88,115,No,417.38,350.06,Low_spent_Medium_value_payments,Poor,1
64,30623.01,1942.53,3,6,3,2,4,2,Bad,8873.05,19.85,417,Yes,256.93,1000.23,High_spent_Large_value_payments,Standard,0
29,74373.7,4989.61,6,4,1,2,2,6,Standard,25471.46,31.82,44,No,2295.66,50.0,Low_spent_Large_value_payments,Poor,1
26,62117.83,3780.93,6,7,4,8,4,3,Good,8629.56,28.08,76,No,186.46,2212.28,High_spent_Large_value_payments,Good,1
27,15935.18,997.94,2,4,2,0,2,1,Good,1964.54,29.69,81,No,94.01,586.3,Low_spent_Small_value_payments,Good,0
61,44841.44,3066.33,4,4,3,1,3,4,Good,13087.85,38.23,366,No,305.4,1542.19,High_spent_Large_value_payments,Good,1
34,15000.0,985.91,9,6,5,3,1,3,Standard,7776.79,9.79,63,Yes,152.85,401.4,Low_spent_Large_value_payments,Standard,1
55,37352.72,2616.67,4,3,2,4,2,4,Standard,13677.76,4.25,188,Yes,500.03,828.36,Low_spent_Large_value_payments,Standard,1
24,113398.13,7330.6,7,7,1,8,5,3,Bad,48669.56,56.29,35,Yes,3700.06,1031.89,Low_spent_Small_value_payments,Poor,1
63,20563.32,1427.57,2,6,4,6,2,0,Standard,3443.5,20.31,108,Yes,81.52,833.85,High_spent_Small_value_payments,Standard,0
30,22013.39,1427.87,4,4,3,6,4,3,Standard,2153.49,37.77,48,No,57.74,639.12,High_spent_Medium_value_payments,Poor,0
57,57435.5,4055.44,3,8,3,2,1,3,Good,22899.35,8.85,311,No,660.69,1940.89,Low_spent_Large_value_payments,Good,0
59,15000.0,1055.97,2,6,2,17,6,5,Standard,7895.35,35.69,296,Yes,340.89,241.87,Low_spent_Medium_value_payments,Poor,1
26,24843.39,1579.19,3,4,2,8,3,5,Good,2847.89,25.43,82,Yes,101.19,648.7,High_spent_Large_value_payments,Standard,0
67,51941.05,3614.97,4,5,1,3,0,1,Bad,30935.04,45.54,187,No,2475.89,50.0,High_spent_Large_value_payments,Poor,1
44,24820.58,1717.15,5,7,3,2,0,5,Standard,10234.95,8.47,175,Yes,331.03,716.01,Low_spent_Large_value_payments,Standard,0
19,31521.28,1963.22,3,3,2,0,2,5,Standard,10897.18,41.86,6,Yes,373.81,773.35,Low_spent_Large_value_payments,Poor,1
22,56755.7,3789.19,3,4,1,2,2,2,Standard,16472.14,26.84,29,No,1484.73,638.71,High_spent_Small_value_payments,Poor,1
46,46766.74,2842.83,4,5,2,0,1,4,Standard,16374.69,39.46,91,Yes,681.41,757.66,High_spent_Small_value_payments,Poor,0
54,42620.52,2943.56,6,2,2,1,4,6,Good,17806.57,15.98,113,Yes,601.42,1051.64,Low_spent_Large_value_payments,Standard,1
55,29629.53,1833.8,4,6,4,1,1,9,Standard,5422.43,66.03,225,No,112.11,953.52,High_spent_Large_value_payments,Poor,1
36,45344.16,2755.44,4,7,2,1,1,0,Good,6884.83,14.82,94,Yes,274.17,1004.76,High_spent_Medium_value_payments,Good,0
25,33717.1,2169.21,3,6,0,0,1,4,Standard,6799.47,12.58,43,No,597.49,730.59,High_spent_Large_value_payments,Standard,0
65,47795.34,3166.44,2,6,5,7,3,4,Standard,17411.03,24.67,123,Yes,255.73,1927.45,Low_spent_Medium_value_payments,Poor,1
62,26952.75,1866.79,4,4,2,0,3,2,Standard,4600.54,63.01,133,Yes,181.02,602.83,High_spent_Large_value_payments,Poor,1
18,32547.59,2296.37,5,6,1,6,3,1,Bad,7282.06,49.17,6,Yes,630.14,454.56,High_spent_Medium_value_payments,Poor,1
39,20050.82,1298.51,3,3,2,13,3,5,Standard,3888.5,16.61,73,Yes,178.71,379.83,Low_spent_Large_value_payments,Poor,1
69,35560.67,2156.93,2,8,1,3,1,3,Good,12242.53,8.86,307,No,931.71,128.03,Low_spent_Small_value_payments,Good,0
34,22323.6,1520.58,6,8,0,7,3,6,Standard,660.52,13.54,97,Yes,59.84,927.46,Low_spent_Large_value_payments,Poor,1
24,18612.19,1230.69,3,6,0,14,3,2,Good,8972.55,0.95,30,Yes,737.04,50.0,High_spent_Large_value_payments,Standard,1
42,42412.43,2750.54,3,2,2,3,1,1,Good,6635.21,4.15,78,Yes,278.28,1574.11,Low_spent_Small_value_payments,Good,0
62,41259.8,2613.83,6,4,0,1,1,3,Bad,21094.55,44.29,423,Yes,1787.22,50.0,High_spent_Medium_value_payments,Poor,1
21,58088.57,3801.47,2,6,2,0,2,3,Standard,24101.13,18.28,23,No,872.98,1113.84,High_spent_Small_value_payments,Standard,1
53,28038.24,1785.17,4,4,3,2,1,3,Good,15557.27,16.38,269,Yes,394.58,324.76,High_spent_Medium_value_payments,Good,0
23,46389.65,3163.82,7,3,0,0,1,2,Standard,5782.01,43.31,25,No,537.81,1187.26,Low_spent_Small_value_payments,Standard,0
48,50537.89,3330.05,5,7,3,9,3,4,Standard,18894.41,22.39,296,No,511.42,1514.73,High_spent_Medium_value_payments,Standard,0
36,47423.08,3295.87,7,7,5,7,1,1,Good,17920.02,45.02,89,No,281.87,1287.1,High_spent_Medium_value_payments,Standard,0
61,22128.19,1457.99,1,7,3,6,1,6,Good,11266.94,27.28,338,Yes,262.36,433.68,Low_spent_Large_value_payments,Standard,0
56,39720.32,2485.74,4,6,1,0,1,1,Standard,12494.82,2.71,384,Yes,908.15,645.99,High_spent_Small_value_payments,Good,0
44,45183.36,3127.6,6,6,1,5,3,2,Good,22639.2,4.01,279,Yes,1922.79,50.0,High_spent_Small_value_payments,Good,0
27,36472.25,2408.5,4,5,1,1,0,3,Standard,15887.23,69.32,37,No,1313.74,50.0,High_spent_Large_value_payments,Poor,1
43,15000.0,933.61,5,3,1,3,1,0,Good,4754.83,10.13,242,Yes,471.86,64.35,Low_spent_Small_value_payments,Good,0
36,39986.36,2669.28,2,4,2,17,5,3,Good,12907.71,16.34,150,Yes,469.12,1358.11,High_spent_Large_value_payments,Standard,0
56,136970.19,8749.01,8,6,2,0,2,1,Standard,19782.78,33.36,114,No,730.79,5049.03,High_spent_Medium_value_payments,Good,0
20,29259.99,2023.26,3,3,1,5,6,3,Standard,4468.36,36.95,7,Yes,400.87,499.52,High_spent_Small_value_payments,Poor,1
62,23462.38,1522.96,5,5,0,13,5,3,Standard,1534.78,13.63,294,Yes,122.54,802.02,Low_spent_Small_value_payments,Standard,1
30,45433.69,3083.57,5,6,2,0,0,4,Good,10785.4,34.53,80,Yes,413.19,1601.86,High_spent_Large_value_payments,Standard,0
67,43801.66,2673.43,2,6,2,4,1,4,Standard,13094.01,30.61,440,No,448.6,1250.75,Low_spent_Large_value_payments,Good,0
45,74283.27,4775.69,4,5,1,4,2,2,Standard,12765.69,35.7,163,Yes,1127.25,1887.68,Low_spent_Large_value_payments,Standard,1
37,17073.44,1206.27,4,10,2,4,2,5,Standard,3908.9,14.35,160,Yes,186.44,358.21,Low_spent_Small_value_payments,Standard,1
45,56321.3,3872.56,7,6,2,1,2,3,Standard,19474.19,59.84,290,Yes,967.33,1457.79,Low_spent_Large_value_payments,Poor,1
25,51753.81,3194.9,5,4,3,6,2,5,Standard,21044.69,20.49,72,Yes,574.15,1227.57,Low_spent_Large_value_payments,Poor,1
58,33346.63,2101.14,4,4,1,9,3,4,Bad,7444.52,23.89,278,Yes,652.36,315.83,High_spent_Large_value_payments,Poor,1
56,44498.57,2828.91,4,4,0,1,0,1,Bad,17286.75,11.18,336,Yes,1266.76,50.0,Low_spent_Large_value_payments,Standard,1
18,67351.1,4515.6,4,6,4,0,2,1,Standard,24519.51,36.03,6,No,564.87,1941.59,High_spent_Large_value_payments,Standard,0
20,61291.06,4180.1,4,4,1,15,4,3,Good,16729.07,11.47,17,No,1290.16,1534.17,High_spent_Medium_value_payments,Standard,1
30,18291.44,1246.01,5,9,1,8,3,6,Standard,2332.25,14.71,92,Yes,221.88,635.83,Low_spent_Large_value_payments,Poor,1
45,59402.7,3892.28,4,7,2,13,3,1,Bad,6201.98,54.41,162,No,293.6,1288.58,High_spent_Medium_value_payments,Poor,1
66,34932.99,2402.83,2,3,4,0,1,2,Standard,9683.53,44.34,309,No,169.23,1200.35,High_spent_Medium_value_payments,Good,1
42,37938.6,2455.96,5,3,2,10,3,3,Standard,12151.01,13.86,148,Yes,534.32,586.54,Low_spent_Medium_value_payments,Poor,1
50,37945.96,2327.68,6,4,1,9,3,1,Bad,10870.37,7.86,252,Yes,1027.71,545.17,Low_spent_Large_value_payments,Poor,1
55,33185.03,2194.02,6,6,1,3,0,2,Good,5786.31,31.2,307,Yes,487.05,871.59,High_spent_Small_value_payments,Good,0
23,74237.49,5220.13,4,5,1,2,1,3,Good,34508.84,47.06,32,Yes,3124.21,317.62,Low_spent_Medium_value_payments,Poor,1
61,34536.4,2368.88,4,4,1,2,2,4,Standard,3884.34,19.35,414,No,287.11,777.75,Low_spent_Medium_value_payments,Good,0
62,18550.88,1229.35,6,4,2,4,2,4,Good,6285.13,29.45,455,No,275.03,300.65,High_spent_Large_value_payments,Good,0
49,28677.9,1921.62,4,1,3,4,2,4,Good,4057.51,9.09,250,Yes,117.41,1023.32,High_spent_Medium_value_payments,Good,0
62,40425.53,2833.07,3,8,1,8,3,3,Bad,12752.16,6.69,176,Yes,965.47,240.41,Low_spent_Large_value_payments,Poor,1
64,75927.09,4907.96,4,4,0,2,1,3,Bad,7751.44,29.99,179,No,755.41,2536.83,High_spent_Medium_value_payments,Standard,0
38,52148.82,3316.15,2,3,0,0,2,2,Bad,12272.87,65.78,215,Yes,993.09,341.83,Low_spent_Medium_value_payments,Poor,1
33,21800.3,1538.81,5,7,2,1,1,3,Bad,6645.95,9.59,102,No,299.66,538.66,High_spent_Medium_value_payments,Poor,0
38,161314.95,11187.83,6,3,3,5,4,2,Standard,37317.61,47.75,159,No,865.17,4103.25,High_spent_Medium_value_payments,Good,0
28,42568.3,2703.07,4,4,1,9,3,3,Good,3355.34,37.28,66,Yes,224.03,1257.92,Low_spent_Small_value_payments,Standard,0
54,78060.11,5075.8,4,9,1,1,0,1,Standard,36345.87,30.96,286,Yes,3553.06,50.0,Low_spent_Medium_value_payments,Poor,0
53,33155.75,2138.44,2,5,2,6,3,3,Standard,5901.35,14.23,218,Yes,267.17,1109.42,High_spent_Large_value_payments,Standard,0
52,50011.86,3081.49,3,2,2,2,0,0,Bad,17582.67,37.36,331,No,630.64,822.8,High_spent_Small_value_payments,Standard,0
36,60094.95,4229.26,3,8,0,0,1,4,Bad,3792.54,37.57,85,No,322.42,1841.58,Low_spent_Small_value_payments,Poor,1
37,75426.72,4855.98,7,5,3,0,0,2,Bad,16293.54,9.41,204,Yes,380.48,2566.06,Low_spent_Small_value_payments,Standard,0
35,68488.49,4758.77,6,4,0,0,1,4,Standard,11446.26,23.69,129,Yes,1059.98,984.59,High_spent_Large_value_payments,Standard,1
64,61286.7,3802.92,5,7,4,6,3,2,Standard,27884.06,32.1,144,Yes,551.32,1448.96,Low_spent_Medium_value_payments,Poor,1
58,30059.92,1982.01,7,7,4,9,2,3,Good,1053.29,16.87,249,Yes,17.92,969.66,Low_spent_Medium_value_payments,Good,0
66,25769.64,1552.87,5,4,1,0,2,6,Good,3841.97,46.32,275,Yes,259.57,543.33,Low_spent_Small_value_payments,Standard,0
31,44336.54,3027.26,2,7,2,1,2,2,Standard,3792.1,18.56,133,Yes,141.78,1350.99,Low_spent_Medium_value_payments,Standard,1
32,63568.72,4214.18,7,7,3,11,6,3,Standard,25931.36,44.49,68,Yes,630.33,1226.15,Low_spent_Large_value_payments,Poor,1
48,31772.85,2121.7,3,9,1,5,3,4,Bad,9104.11,24.5,189,Yes,909.13,434.01,Low_spent_Large_value_payments,Poor,1
18,68809.92,4167.15,3,5,4,2,0,2,Standard,18691.53,37.04,6,No,459.87,2198.67,Low_spent_Large_value_payments,Standard,0
20,86818.07,5407.57,4,6,5,4,1,6,Standard,27714.69,38.15,6,Yes,532.13,2983.81,Low_spent_Medium_value_payments,Poor,1
33,20956.57,1274.27,6,6,4,1,0,2,Good,12559.67,12.76,59,Yes,249.49,510.24,Low_spent_Large_value_payments,Good,0
40,21979.11,1387.54,4,5,1,0,0,2,Standard,6463.77,63.44,174,Yes,434.57,393.03,Low_spent_Small_value_payments,Poor,1
28,33382.1,2229.83,4,4,1,0,2,2,Bad,4455.48,19.58,32,No,354.53,728.32,High_spent_Small_value_payments,Poor,0
29,43676.59,2888.49,2,6,1,6,3,2,Good,9839.18,26.02,52,Yes,907.11,573.04,Low_spent_Medium_value_payments,Standard,1
27,26509.54,1766.37,3,5,1,3,1,2,Standard,4015.99,7.21,53,Yes,281.44,499.49,High_spent_Medium_value_payments,Standard,0
49,81741.87,5390.89,4,5,2,9,4,5,Standard,43930.58,5.58,131,No,1602.16,1314.43,Low_spent_Medium_value_payments,Poor,1
33,46837.53,2948.79,2,6,1,8,2,1,Standard,9220.06,28.54,77,Yes,696.31,1160.58,Low_spent_Medium_value_payments,Poor,1
25,37185.28,2329.61,2,3,0,0,1,1,Good,6515.35,36.32,30,Yes,449.18,1044.71,High_spent_Large_value_payments,Standard,1
55,15343.61,943.4,5,5,4,3,2,3,Standard,2334.43,20.22,330,No,45.85,485.98,Low_spent_Large_value_payments,Good,0
29,16490.02,1141.08,3,6,4,2,1,2,Standard,3587.83,5.02,48,No,70.17,454.93,High_spent_Large_value_payments,Standard,0
41,42984.96,2866.17,5,6,2,12,5,4,Standard,9339.69,11.62,207,Yes,383.75,1094.33,Low_spent_Large_value_payments,Poor,0
45,15000.0,930.31,5,5,2,18,5,6,Standard,7399.97,20.99,121,No,253.01,235.93,Low_spent_Large_value_payments,Poor,0
25,66674.81,4128.49,2,3,1,1,3,3,Good,11061.12,44.34,20,Yes,818.49,1838.26,High_spent_Small_value_payments,Standard,0
45,33027.89,2294.05,4,12,1,1,2,3,Standard,2017.61,17.01,266,Yes,168.44,867.48,Low_spent_Small_value_payments,Good,0
53,254194.7,17297.0,4,8,2,0,4,1,Bad,15527.81,44.89,296,Yes,731.07,7318.37,High_spent_Small_value_payments,Good,0
43,145037.81,9738.34,2,6,2,11,3,2,Bad,18782.1,16.31,104,No,654.24,3421.12,Low_spent_Medium_value_payments,Standard,0
25,32569.47,2097.72,4,5,2,2,3,4,Bad,14484.98,48.44,34,No,506.95,898.44,Low_spent_Large_value_payments,Poor,0
67,34070.86,2140.95,3,6,3,1,2,2,Standard,14627.02,23.9,212,Yes,337.52,658.57,Low_spent_Large_value_payments,Standard,0
45,65995.97,4660.02,6,6,3,1,2,4,Standard,3031.92,34.26,232,No,83.99,2244.91,Low_spent_Small_value_payments,Good,0
45,100901.85,6925.58,6,5,4,2,1,3,Good,38434.65,49.22,67,Yes,698.65,2715.28,Low_spent_Small_value_payments,Standard,0
54,15000.0,949.04,7,3,0,19,4,6,Standard,4996.58,12.21,377,Yes,394.81,60.94,Low_spent_Medium_value_payments,Poor,1
58,15000.0,1037.73,4,10,2,11,3,5,Good,5340.86,26.52,221,Yes,212.77,261.99,High_spent_Small_value_payments,Standard,1
53,25003.7,1705.8,3,6,0,3,1,1,Good,6495.53,34.95,168,No,456.67,420.78,High_spent_Small_value_payments,Good,0
44,51515.73,3256.74,2,8,2,10,3,1,Standard,16293.57,17.56,233,Yes,802.22,1022.94,High_spent_Small_value_payments,Standard,0
34,48928.93,3161.84,3,4,3,1,3,3,Good,26627.33,56.66,81,Yes,774.31,823.01,Low_spent_Large_value_payments,Poor,1
26,69000.08,4279.01,2,5,3,3,1,3,Standard,18336.83,29.27,57,No,559.87,1212.21,High_spent_Medium_value_payments,Standard,1
50,17679.86,1082.06,4,6,0,7,3,4,Bad,6045.7,46.99,186,Yes,537.07,78.96,High_spent_Small_value_payments,Poor,1
37,15000.0,1017.45,5,5,5,0,0,2,Good,1906.39,30.82,145,Yes,31.1,403.25,Low_spent_Small_value_payments,Good,0
30,60767.39,3822.15,5,4,1,3,1,3,Standard,10961.75,11.22,38,Yes,1077.32,466.83,High_spent_Medium_value_payments,Standard,0
45,22094.46,1521.95,2,5,2,2,2,5,Good,6935.44,12.1,152,Yes,270.03,623.52,High_spent_Small_value_payments,Standard,0
65,15000.0,1061.79,2,5,5,7,1,5,Standard,5184.55,9.38,468,Yes,101.78,581.57,Low_spent_Large_value_payments,Good,0
46,39617.98,2409.96,6,5,1,9,3,2,Bad,10280.71,31.97,296,No,900.09,297.8,High_spent_Large_value_payments,Poor,0
30,58448.74,3806.45,4,5,1,0,1,3,Bad,8193.77,28.55,40,No,666.89,1721.34,Low_spent_Small_value_payments,Poor,1
63,33751.01,2318.32,1,3,1,8,4,4,Standard,17576.97,23.74,356,Yes,1568.35,50.0,Low_spent_Small_value_payments,Poor,1
52,27592.27,1891.37,9,4,2,5,2,5,Good,4295.82,29.17,199,No,202.73,807.34,Low_spent_Medium_value_payments,Good,1
23,33003.95,2251.97,3,6,2,33,9,2,Good,9289.41,43.82,26,No,453.05,776.83,Low_spent_Small_value_payments,Poor,1
35,29075.48,1854.46,6,1,1,2,1,6,Good,4924.44,32.88,43,No,429.27,482.3,Low_spent_Small_value_payments,Standard,1
68,16174.19,1049.98,4,6,2,2,1,4,Good,8829.85,0.89,167,Yes,394.15,74.11,High_spent_Large_value_payments,Good,0
22,23651.73,1571.55,3,4,1,3,1,2,Bad,300.78,12.46,17,No,29.61,630.3,High_spent_Medium_value_payments,Poor,0
64,49650.71,3502.91,8,4,2,7,1,3,Standard,3252.76,16.35,288,Yes,136.31,2310.76,Low_spent_Medium_value_payments,Good,0
42,44046.76,2799.1,1,7,4,3,1,4,Bad,7850.49,3.29,192,Yes,188.21,1456.83,Low_spent_Small_value_payments,Standard,0
19,40168.4,2811.82,4,5,1,1,2,9,Standard,21643.31,31.83,7,Yes,1831.58,50.0,High_spent_Small_value_payments,Poor,1
27,19988.47,1257.64,5,3,1,8,2,4,Standard,3858.02,21.29,54,Yes,364.63,157.23,Low_spent_Small_value_payments,Poor,1
47,32568.41,2303.07,5,3,3,1,0,8,Good,8927.21,24.08,221,No,256.61,1088.55,High_spent_Small_value_payments,Good,0
67,15000.0,1008.92,5,2,0,0,1,2,Standard,7582.65,37.6,294,Yes,565.27,50.0,Low_spent_Large_value_payments,Standard,1
62,40420.24,2628.18,9,4,1,2,2,4,Standard,11054.82,11.8,239,Yes,808.12,424.41,High_spent_Small_value_payments,Standard,0
22,85589.22,5704.1,5,4,2,4,4,6,Standard,19217.63,42.78,42,Yes,742.31,2092.45,Low_spent_Small_value_payments,Poor,1
50,15000.0,944.29,3,6,2,8,5,5,Good,2075.78,51.23,303,Yes,78.5,568.52,High_spent_Medium_value_payments,Poor,0
18,25551.3,1608.97,2,5,1,0,2,1,Standard,3689.46,17.04,6,No,295.5,575.96,High_spent_Small_value_payments,Standard,0
35,44243.51,2709.04,3,2,1,0,1,3,Good,18639.78,54.7,135,Yes,1675.45,50.0,High_spent_Large_value_payments,Poor,1
49,77011.16,4715.82,1,2,4,16,7,3,Standard,28836.5,74.23,333,Yes,687.82,2379.06,High_spent_Large_value_payments,Poor,1
64,27752.06,1769.65,5,6,1,7,2,3,Standard,912.59,38.46,349,No,65.73,865.49,Low_spent_Medium_value_payments,Standard,0
66,23972.19,1636.44,4,4,4,2,2,3,Good,15157.63,23.43,205,No,324.31,794.24,High_spent_Medium_value_payments,Good,1
28,15000.0,998.8,2,2,1,6,1,1,Good,3441.72,20.91,80,Yes,305.36,292.49,Low_spent_Medium_value_payments,Standard,1
38,38640.76,2361.39,4,4,2,0,5,2,Bad,3383.05,22.36,79,Yes,143.23,1509.47,High_spent_Medium_value_payments,Poor,1
43,123654.37,8560.91,7,7,1,0,4,2,Standard,31175.38,12.11,232,No,2147.34,2272.0,Low_spent_Small_value_payments,Good,0
42,42890.9,2852.88,5,8,0,2,3,1,Standard,12054.01,62.31,163,No,1060.67,719.77,High_spent_Small_value_payments,Poor,1
39,35833.29,2523.0,2,5,3,8,3,1,Standard,10096.87,19.57,98,Yes,260.96,799.94,Low_spent_Large_value_payments,Poor,1
44,44057.43,2963.32,2,10,1,1,0,6,Good,20764.48,12.96,138,Yes,1548.46,520.96,High_spent_Large_value_payments,Standard,0
66,36074.62,2232.94,4,8,3,0,0,2,Standard,4403.85,31.12,404,Yes,119.61,848.66,Low_spent_Small_value_payments,Good,0
30,22296.64,1452.24,4,6,1,4,2,2,Bad,8837.4,39.4,40,Yes,799.44,50.0,Low_spent_Small_value_payments,Poor,1
50,59514.06,3988.95,8,6,3,16,4,2,Good,3941.74,20.41,320,Yes,111.6,2652.99,High_spent_Medium_value_payments,Good,0
51,41583.42,2507.74,6,1,0,1,1,1,Bad,5915.54,41.68,112,Yes,444.24,990.31,High_spent_Large_value_payments,Poor,1
58,36701.32,2208.01,8,4,3,3,2,2,Standard,13345.83,27.13,234,Yes,320.99,626.17,High_spent_Medium_value_payments,Standard,1
52,20227.14,1241.98,4,3,1,6,6,3,Good,11762.34,34.18,299,Yes,869.39,50.0,High_spent_Small_value_payments,Standard,0
18,79388.18,4979.73,3,1,3,2,2,4,Standard,7321.34,18.86,6,No,165.46,3220.47,High_spent_Medium_value_payments,Good,0
38,54112.56,3498.56,5,3,3,2,0,4,Standard,14100.86,9.25,64,Yes,451.44,1024.66,Low_spent_Small_value_payments,Standard,1
65,26062.36,1701.37,3,3,2,5,4,4,Bad,982.69,44.32,221,No,37.53,1082.84,Low_spent_Medium_value_payments,Poor,1
23,66243.65,4073.67,7,4,0,2,3,3,Good,4167.63,48.51,26,Yes,401.01,1296.82,Low_spent_Medium_value_payments,Standard,0
45,26942.43,1813.09,4,5,1,12,4,2,Good,2190.06,14.76,272,Yes,198.53,701.32,Low_spent_Small_value_payments,Good,0
34,22715.39,1509.62,2,4,4,0,3,6,Good,9793.98,55.65,100,Yes,240.21,755.79,Low_spent_Small_value_payments,Poor,1
22,23021.37,1454.72,3,5,5,2,0,4,Bad,6018.45,42.06,39,No,103.44,614.42,Low_spent_Large_value_payments,Poor,1
48,15000.0,902.22,7,2,2,0,1,2,Standard,2587.49,71.87,287,Yes,119.21,260.23,High_spent_Medium_value_payments,Poor,0
22,48190.9,2931.99,5,7,3,1,3,1,Good,5540.36,17.13,10,Yes,133.76,1374.1,High_spent_Medium_value_payments,Good,0
55,15000.0,963.65,4,4,2,2,2,3,Bad,5030.14,16.62,305,Yes,223.77,428.96,High_spent_Small_value_payments,Poor,0
20,17377.54,1071.64,5,4,3,2,4,1,Good,4598.74,19.84,19,No,129.83,551.04,High_spent_Small_value_payments,Good,0
40,15000.0,961.23,4,2,1,1,1,3,Bad,5386.01,46.04,120,Yes,444.24,88.91,Low_spent_Small_value_payments,Poor,1
54,34487.71,2303.96,5,7,4,0,1,2,Standard,12696.86,16.79,232,Yes,235.78,1094.85,High_spent_Large_value_payments,Good,0
54,33183.49,2187.73,3,4,2,4,2,4,Bad,5138.11,30.99,157,Yes,230.21,978.55,High_spent_Medium_value_payments,Poor,1
27,29851.26,1865.84,8,5,2,11,3,2,Standard,13102.81,23.0,61,Yes,549.81,481.0,Low_spent_Large_value_payments,Poor,1
27,19427.67,1238.02,4,9,0,1,0,4,Standard,1311.69,32.24,48,Yes,125.16,522.42,High_spent_Small_value_payments,Poor,1
36,17973.61,1197.98,5,7,1,1,2,3,Standard,6017.93,19.2,151,Yes,419.81,100.81,Low_spent_Small_value_payments,Standard,0
34,47983.95,3326.53,7,4,2,5,3,7,Standard,18295.07,8.6,70,Yes,630.35,852.37,Low_spent_Small_value_payments,Poor,0
38,26099.43,1778.93,5,4,1,7,2,3,Standard,4862.08,25.95,133,No,340.67,563.12,Low_spent_Medium_value_payments,Standard,1
31,43906.38,2897.61,3,5,1,12,3,1,Good,18417.75,82.36,82,Yes,1422.69,50.0,Low_spent_Small_value_payments,Poor,1
26,21350.93,1364.85,7,5,1,1,2,0,Standard,4076.06,58.51,46,Yes,381.58,501.78,Low_spent_Medium_value_payments,Poor,1
63,40483.01,2589.08,3,6,0,1,2,4,Good,10028.76,54.38,202,No,856.27,869.64,High_spent_Medium_value_payments,Standard,0
18,79377.23,5518.86,4,6,4,4,2,3,Standard,16074.06,24.41,6,Yes,349.29,2647.59,High_spent_Small_value_payments,Standard,1
68,51621.81,3119.26,3,4,0,1,2,2,Standard,20137.83,63.1,213,No,1713.18,50.0,High_spent_Small_value_payments,Poor,1
62,28354.8,2004.77,5,3,3,1,4,3,Standard,2747.59,12.77,438,Yes,79.09,1140.94,Low_spent_Small_value_payments,Good,0
30,42375.23,2847.51,7,6,2,2,1,1,Standard,12510.16,9.68,90,Yes,419.93,783.4,Low_spent_Small_value_payments,Standard,0
